cycleNumber,Qchg_mAh,Echg_Wh,Qdis_mAh,Edis_Wh,eta_Q,eta_E,T_mean,T_95,frac_time_Tgt40,cycle_duration,R0_ohm,domain
57,1844.617794,7.140692201,1839.768964,6.234161153,0.9973713633166872,0.8730471749121118,28.414351895759715,42.39836145,0.00018131102186654164,3998621.223,,Cell3
58,1848.555707,7.154916654,1841.39009,6.23403332,0.9961236672647378,0.871293632262624,28.423846389435994,42.65269980000001,0.00018381469115676547,3998560.1552,,Cell3
59,1842.244282,7.126764474000001,1841.736296,6.233960291,0.9997242569810294,0.8747251734981356,28.500408473967685,43.072262,0.0001888326985254806,3998216.9714,,Cell3
60,1871.515163,7.239616679,1835.99656,6.233662855,0.9810214719590813,0.861048744898611,28.532746431978797,42.6223395,0.00018882572615314827,3998364.0756,,Cell3
61,1851.090599,7.165491810000001,1836.910412,6.233723614,0.9923395499887144,0.8699645159457657,28.612373804597702,42.918474,0.00019380660109666794,3998800.8438,,Cell3
62,1839.639935,7.119092889,1840.74081,6.234145222,1.0,0.8756937603149738,28.583359557793347,42.71224150000001,0.00019129329768132974,3999063.2671000003,,Cell3
63,1826.624087,7.059611974999999,1847.469458,6.233851215,1.0,0.8830302907689201,28.891740504562044,43.51192925,0.00019383974835591035,3998117.0352,,Cell3
64,1866.423551,7.208329198,1846.065945,6.233675361,0.989092719072746,0.8647878294361994,28.658218328853046,43.036771,0.00019387113399032865,3997469.7834,,Cell3
65,1853.739794,7.160494918,1847.756253,6.233751451,0.9967721785876491,0.8705755010494652,28.639588075675675,43.28440534999999,0.0001914032946582762,3996765.0576,,Cell3
66,1864.837518,7.203386159,1846.461917,6.233528105,0.9901462723574398,0.8653608132908095,28.571431961469532,43.123520750000004,0.000188931398025165,3996127.7368000005,,Cell3
67,1851.536561,7.1523187649999995,1847.94327,6.233178816,0.9980592924408367,0.871490634128637,28.683324747714806,43.498917449999986,0.00019397209022205917,3995389.229,,Cell3
68,1889.878552,7.305039904,1851.594069,6.233314701,0.9797423580687317,0.8532896168831113,28.21681197591436,42.812004,0.00018644600489581612,3995762.7433,,Cell3
69,1847.38142,7.14624942,1861.596859,6.233242507,1.0,0.8722397079445906,27.996059176050043,43.286772899999995,0.0001889696780761337,3995318.2314,,Cell3
70,1894.984092,7.327551016999999,1840.822756,6.233175484,0.971418580119669,0.8506492100210513,28.211983306550216,42.982354199999996,0.00018895744098456862,3995576.9726,,Cell3
71,1827.301196,7.064769347,1844.1991,6.23312477,1.0,0.8822828409319333,28.879570506493508,43.9997082,0.00019399408046262952,3994936.3307999996,,Cell3
72,1879.126365,7.267822654,1843.636522,6.23314848,0.98111364745819,0.8576362931158557,28.660567188057044,43.31910505000001,0.00019401945947695467,3994413.767,,Cell3
73,1867.758105,7.218897265,1840.971231,6.232904614,0.985658274522653,0.863415059834627,28.76692898930481,43.46697940000003,0.0001940340952036854,3994112.9892,,Cell3
74,1836.246938,7.0962465,1846.161688,6.232943341,1.0,0.8783436907102932,28.905828636609556,43.498131,0.00019906037333637452,3993733.0905,,Cell3
75,1874.490661,7.243207749,1842.432654,6.233172606,0.9828977504839113,0.860554166330595,28.71215835092348,42.980777600000025,0.00019404600480025125,3993867.3347,,Cell3
76,1868.434974,7.2270461280000005,1839.353049,6.233054048,0.9844351420281218,0.8624621923818997,28.557052812880762,42.99654919999999,0.00019654918984958716,3993880.6189,,Cell3
77,1854.878752,7.178602933,1839.210003,6.233059875,0.9915526829001057,0.8682831371472932,28.69114546403509,43.38022725,0.00019904739289442863,3993993.5330999997,,Cell3
78,1840.217239,7.1193255230000005,1840.444899,6.232983973,1.0,0.875502033565322,28.93975649955317,43.7276255,0.00019905830741764996,3993774.5393000003,,Cell3
79,1865.615595,7.217496578,1836.288626,6.232888159,0.984280272378405,0.8635803414162698,28.860982449468082,43.47210504999998,0.00019904908409634962,3993959.5985000003,,Cell3
80,1849.349571,7.1566081409999995,1835.845096,6.23248827,0.9926977164232408,0.8708718078742158,28.89247958896797,43.43661324999998,0.0001965395147477765,3994077.2266999995,,Cell3
81,1847.236652,7.14791083,1833.983524,6.232390844,0.9928254303607223,0.871917822175742,28.881350265251985,43.4429225,0.00020152268851164729,3994558.1608999996,,Cell3
82,1840.681362,7.1210267940000005,1839.605501,6.232429974,0.9994155093748377,0.8752150714067374,28.58808276017699,43.35696069999999,0.00019649877153025483,3994905.8912,,Cell3
83,1840.044801,7.113533152,1842.781772,6.23251796,1.0,0.8761494220699177,28.573116250221826,43.55333450000001,0.00019902164900635627,3994510.6674,,Cell3
84,1855.345653,7.169409752999999,1843.628204,6.232745955,0.9936844927083783,0.8693527319165909,28.819080654320988,43.66650575,0.00020154991596223618,3994018.5346,,Cell3
85,1876.714201,7.2570774369999995,1839.145725,6.232862792,0.9799817809339421,0.858866788470787,28.79478874956822,43.33014979999999,0.00020154431904526377,3994134.4108000007,,Cell3
86,1851.606702,7.1653172419999995,1840.160213,6.232774672,0.9938180775714216,0.8698532753673713,28.762197310822508,43.30806419999999,0.00020154386985246338,3994137.8548999997,,Cell3
87,1850.128433,7.158292486,1841.293754,6.232735322,0.9952248293456717,0.8707014045863339,29.07855702068345,43.84000605000001,0.00020405297268977096,3994031.4971000003,,Cell3
88,1878.319251,7.262331817,1845.483416,6.232698027,0.9825185015899089,0.858222700925096,28.915957465136806,43.821473799999985,0.00020407077309006198,3993683.1113,,Cell3
89,1853.148589,7.162037708000001,1850.637826,6.232773605,0.998645136706844,0.8702514366879119,28.943878357333332,43.851441999999984,0.00020409729735752742,3993164.0965,,Cell3
90,1872.574482,7.2387910159999995,1848.578965,6.23269969,0.9871858143797988,0.861013900832857,28.766150357142855,43.52218354999999,0.00020410777046180585,3992959.2007,,Cell3
91,1839.165776,7.106370500000001,1849.743849,6.232642658,1.0,0.8770500578319128,29.084749985865724,43.757198800000005,0.00020414614551319746,3992208.6109000007,,Cell3
92,1894.695357,7.3224335709999995,1838.943636,6.231948771,0.9705748363218266,0.8510761771443321,29.40694566515014,44.374314399999996,0.00021165246862706893,3992365.4351,,Cell3
93,1863.916484,7.2124699020000005,1852.405233,6.232447967,0.9938241594519853,0.8641211750875739,29.15584687878788,43.71027300000001,0.0002041207647137742,3992705.0104,,Cell3
94,1897.636567,7.333699052,1839.356244,6.232289208,0.9692879426896078,0.8498152383687424,29.120936137444936,43.759958699999984,0.00020660282722660775,3993139.9345999993,,Cell3
95,1847.499482,7.147691565,1840.361494,6.232590621,0.9961364059532657,0.8719725192842733,29.12709321180556,43.74063880000001,0.00020908642250175085,3993535.2568999995,,Cell3
96,1839.438732,7.111994845000001,1845.048834,6.232768708,1.0,0.8763741880918081,29.484902894454383,44.35656779999996,0.00021662476782706262,3993052.6350999996,,Cell3
97,1876.260288,7.2585601330000005,1844.52259,6.232763622,0.9830845974820313,0.8586776864551464,29.0771846926407,43.4807784,0.000206621760374348,3992778.8753000004,,Cell3
98,1837.805517,7.1013427049999995,1850.571049,6.232740526,1.0,0.8776847963711956,29.1371401340388,43.91335334999999,0.0002041559001218468,3992017.8624,,Cell3
99,1867.717166,7.212758689999999,1849.05099,6.232642565,0.9900058872190074,0.8641135566674559,29.24627227232143,44.261144699999996,0.00020919531333511853,3991456.5326,,Cell3
100,2543.317217,9.738801994,1849.05099,6.233973011,0.7270233448036302,0.6401170302918883,28.410971338271608,42.24891219999999,0.00019418833443476477,3990940.5591,,Cell3
101,1853.499314,7.177213833,1838.259775,6.233764704,0.9917779635067079,0.8685493910377688,28.900727847173144,42.86918255000002,0.00019420368176023846,3990624.6522999997,,Cell3
102,1831.710826,7.087114506,1841.773438,6.234111296,1.0,0.8796402669552127,29.27988921557971,43.56556014999997,0.0002017194416467143,3990661.4524999997,,Cell3
103,1873.15699,7.248109129,1846.03611,6.234045081,0.9855212989916025,0.8600926076095231,29.05027120070734,43.178726,0.00020175239048079194,3990009.7246999997,,Cell3
104,1868.593817,7.223038282999999,1844.551233,6.233966605,0.987133327863302,0.8630670862803179,28.919717228671942,43.2489168,0.00020177041120463568,3989653.3649,,Cell3
105,1845.513659,7.133466262,1849.218559,6.233996361,1.0,0.8739084383434349,29.06419386318632,43.4941865,0.00020180423293125196,3988984.7121,,Cell3
106,1888.293785,7.302385492,1844.892083,6.233870804,0.9770153869356721,0.8536759406675268,28.781504746690207,43.20790579999993,0.00019678694882815635,3989055.1922999998,,Cell3
107,1857.514659,7.189148865,1847.008332,6.233527253,0.9943438793610081,0.8670744437283259,28.60841352858399,43.1763618,0.00019678423847232878,3989110.1344999997,,Cell3
108,1858.503145,7.192025329,1849.380284,6.233300061,0.9950912856808752,0.8666960662479614,28.600169126110124,43.358145,0.0001967731503128909,3989334.9206999997,,Cell3
109,1839.642473,7.113348638000001,1855.597137,6.233491546,1.0,0.8763090160800296,28.653303447204966,43.425571600000005,0.00019427251889519797,3989210.6429000003,,Cell3
110,1873.370237,7.238753763,1851.359334,6.233285181,0.9882506391073832,0.861099214737856,28.930171823529406,43.85302139999998,0.0001993072482987163,3988786.1920999996,,Cell3
111,1873.787758,7.243582041,1845.368082,6.233205498,0.9848330335820243,0.8605142404295163,28.776920681539803,43.164532099999974,0.00019680752062779924,3988638.2263,,Cell3
112,1869.167407,7.230816154,1842.212161,6.233212638,0.9855790091893037,0.8620344516091537,28.705967053182217,43.15033760000001,0.000199307562471391,3988779.9045,,Cell3
113,1854.947961,7.178083765999999,1843.275013,6.233253965,0.9937071291241468,0.8683729764376228,28.680426242132867,43.329753999999994,0.00020431680337292335,3988874.0746999998,,Cell3
114,1857.338447,7.187183597,1846.026329,6.23301793,0.9939095009752953,0.8672406716591632,28.66294330008826,43.433459199999945,0.0001992951036466945,3989029.2609000006,,Cell3
115,1832.04087,7.085013104,1854.502571,6.232697979,1.0,0.8797016868580234,28.910595331506848,44.015481299999976,0.0002043404410154612,3988413.1401,,Cell3
116,1873.447962,7.237876091,1853.159909,6.232342765,0.989170741108634,0.861073426325944,29.09501818224299,44.663748949999984,0.0002093528494039205,3988453.4764,,Cell3
117,1868.917267,7.2230284309999995,1853.207445,6.232939481,0.9915941586728354,0.8629260621831824,28.814284581605047,44.097501599999966,0.0002017931445834435,3989204.3987000003,,Cell3
118,1881.912262,7.277817203,1848.687154,6.232616866,0.9823450281551968,0.8563854645086227,28.76011855615942,43.91571894999999,0.00020429593389223542,3989281.5509,,Cell3
119,1862.673613,7.20740106,1848.058068,6.232952964,0.9921534589323675,0.8647989631924271,28.67802322788204,43.74182109999999,0.00019924916892304832,3989948.8881,,Cell3
120,1862.115242,7.204876398,1847.677198,6.232971459,0.9922464283228288,0.8651045645599429,28.542550469763366,43.490242,0.00020175068022570614,3990043.5483,,Cell3
121,1812.880347,7.002573588,1860.39383,6.232923444,1.0,0.8900903882939674,29.103069033395176,44.460673899999996,0.00020681759382004908,3988993.3189999997,,Cell3
122,1909.7652,7.373372614999999,1849.498422,6.232888459,0.9684428337054208,0.8453239493580104,28.612104177348552,43.642449299999996,0.00019679197996822506,3988953.209,,Cell3
123,1855.434106,7.1722522159999995,1850.640204,6.232485693,0.9974162908914428,0.8689719080286176,28.75511464732143,43.89442264999998,0.00020182372992191567,3988599.3600000003,,Cell3
124,1865.46384,7.209634223,1849.992,6.232329017,0.9917061699786152,0.8644445507537366,28.797069044563276,43.8120098,0.00020182105442414976,3988652.2360000005,,Cell3
125,1877.954287,7.262242803,1846.683124,6.232287325,0.9833482831736254,0.8581766671895725,28.67296285165326,44.01547929999999,0.00020429789237597583,3989243.3079999997,,Cell3
126,1869.523057,7.234029049,1848.171361,6.232349031,0.9885790678429701,0.8615322096144378,28.46245695143105,43.42241859999996,0.00020428962926475843,3989404.665,,Cell3
127,1859.80734,7.195378436,1848.987863,6.232579333,0.994182474298655,0.8661920131701604,28.556856239965096,43.573049499999996,0.00019927291791946373,3989473.3729999997,,Cell3
128,1858.884452,7.190234194,1851.272632,6.232369526,0.9959051677516532,0.866782549475328,28.848974448979593,44.126680500000006,0.0002067976599747759,3989377.83,,Cell3
129,1856.620892,7.178520424,1853.163897,6.23238696,0.9981380178285746,0.8681993770141289,28.96097369658887,44.381414099999986,0.00021182574984595886,3989099.534,,Cell3
130,1832.842813,7.084815303,1863.595077,6.232323606,1.0,0.8796734056512354,29.20053414562212,44.777312599999995,0.0002168971015010919,3988038.54,,Cell3
131,1902.976993,7.344571961000001,1855.302772,6.232265089,0.9749475578657193,0.8485538874278312,28.69179450044053,44.00207169999999,0.0002043758455553602,3987721.728,,Cell3
132,1862.274385,7.193959686,1855.741111,6.232299895,0.9964917769085891,0.866323994993819,28.759509293072824,44.221712249999996,0.00020691317655998826,3987150.6190000004,,Cell3
133,1893.99255,7.320560958,1845.620116,6.23232499,0.9744600716618448,0.8513452761006297,28.789247781195083,43.93661419999995,0.00020439383505704012,3987370.753,,Cell3
134,1857.987223,7.188326264,1848.48974,6.232231517,0.9948882947727353,0.8669934123902755,28.724187779424582,43.90191490000002,0.00020438757226505855,3987492.933,,Cell3
135,1861.22584,7.200843923,1848.181753,6.231460554,0.9929916688670086,0.8653792000818513,28.845020586666664,44.27258139999999,0.00020940087486686983,3987538.259,,Cell3
136,1840.10266,7.131781544,1853.565597,6.232230029,1.0,0.8738672084317002,29.148470024412294,44.59434575,0.00021440147168843833,3987817.7759999996,,Cell3
137,1874.099735,7.249225529,1849.79356,6.231998632,0.9870304794637837,0.8596778520780382,29.08910505379188,44.15309914999995,0.00021191710843738561,3987379.8120000004,,Cell3
138,1877.520727,7.258206836,1846.35451,6.232329657,0.9834003339873647,0.8586596934780435,29.018010468669527,44.03914019999999,0.00020938544896558224,3987832.03,,Cell3
139,1862.418024,7.204621769,1846.084309,6.232495703,0.9912298341245005,0.8650691046429587,29.001220715996574,43.67005339999997,0.0002118937371952746,3987819.608,,Cell3
140,1844.052558,7.130153208,1851.167866,6.232385777,1.0,0.8740886198640572,29.07524311692844,44.0955295,0.00020690315509260934,3987348.5719999997,,Cell3
141,1870.476013,7.230098839999999,1850.289007,6.23185654,0.9892075568680389,0.8619324130844109,29.310075212785392,44.903496699999984,0.0002169430063714589,3987194.676,,Cell3
142,1858.213184,7.188645318,1854.99884,6.2318164639999996,0.9982701963221029,0.8668971952748663,29.156368649595688,44.670058599999976,0.00021190839636154592,3987543.743,,Cell3
143,1891.099395,7.308644397,1849.148605,6.231800335,0.9778167186183253,0.8526615876342246,29.032976186046515,44.54624054999999,0.00021689050527606027,3988159.8269999996,,Cell3
144,1838.494566,7.1072063750000005,1861.134573,6.232365594,1.0,0.8769079248806814,29.02815513200723,44.86248625,0.00021440003700283432,3987844.461,,Cell3
145,1896.054248,7.32842754,1852.64798,6.231277656,0.9771070537429054,0.8502884994070637,29.041728578707918,44.76863809999994,0.00021690627054309934,3987869.9580000006,,Cell3
146,1867.272615,7.223493943,1853.330086,6.231986906,0.9925332118684769,0.8627385798584589,28.846628943512798,44.338824999999964,0.00021434371091192327,3988897.0679999995,,Cell3
147,1866.883207,7.221043694,1855.904873,6.231854762,0.9941194318108192,0.8630130249977686,28.990835849644128,44.54308569999996,0.0002193562773475895,3988917.0739999996,,Cell3
148,1866.73042,7.223027943,1860.165797,6.23210632,0.9964833577844625,0.8628107725984467,28.904696436731104,44.35262704999997,0.0002118465709394196,3988707.4699999997,,Cell3
149,1874.484384,7.240664007,1857.48529,6.232488959,0.9909313226906029,0.8607620727843006,29.26335336856128,44.71067225,0.00021939084161100845,3988288.6339999996,,Cell3
150,2480.66904,9.501197418,1857.48529,6.233399246,0.7487840014321298,0.6560645960466874,28.66683610815451,43.7993902,0.00020936882507339627,3988148.664,,Cell3
151,1838.485489,7.129057671,1865.089332,6.233701101,1.0,0.8744074446694149,29.315705057586836,44.3948205,0.0002119336851540374,3987067.9329999997,,Cell3
152,1913.287922,7.392630512,1853.780849,6.233426106,0.9688980041551739,0.8431945970898538,28.95380469183494,43.61958079999999,0.00020692435794150108,3986935.1689999998,,Cell3
153,1843.036606,7.1244612190000005,1866.389411,6.233585791,1.0,0.874955396539439,29.007710391459074,44.106175699999994,0.00021195677693847798,3986633.5589999994,,Cell3
154,1873.703296,7.235595849,1867.128263,6.233696794,0.9964908889181995,0.8615319213636748,29.10201454651163,44.22013519999994,0.00020949200519510984,3985803.6550000003,,Cell3
155,1914.824225,7.401457598,1854.702282,6.233068329,0.9686018475142281,0.8421406522256212,29.26891747670251,44.29663475,0.00021450266374850878,3985936.5149999997,,Cell3
156,1874.731727,7.252053785,1851.985413,6.233393982,0.9878668965418326,0.859534990610939,29.107080469580122,43.6645333,0.00021196352758970875,3986506.592,,Cell3
157,1865.740123,7.2194057009999995,1851.373925,6.233521068,0.992300000507627,0.8634396411794063,29.07590004901118,43.55806559999995,0.000211959005663456,3986591.6399999997,,Cell3
158,1848.791426,7.150107618,1856.181114,6.233466151,1.0,0.871800325817138,29.215754289703312,43.93385775,0.00021449154558022136,3986143.1259999997,,Cell3
159,1846.307815,7.131115089,1863.520957,6.233412425,1.0,0.8741146857404197,29.364122888193204,44.491821,0.00021955907709282445,3985232.6380000003,,Cell3
160,1889.200978,7.294120781999999,1859.401837,6.232615779,0.9842265903167449,0.8544711508452781,29.50264176894977,44.9736848,0.0002220854517330221,3984925.591,,Cell3
161,1860.385202,7.19738584,1865.362045,6.233101727,1.0,0.8660230069032954,29.314749158362986,44.29741949999999,0.00021959874180460946,3984512.8110000007,,Cell3
162,1908.393841,7.367040926,1856.602995,6.23300705,0.9728615525331702,0.8460665703650797,29.26263038413547,44.655071100000015,0.00021711025974227496,3984123.0949999997,,Cell3
163,1884.67503,7.287694127,1852.725849,6.232947315,0.9830479098563745,0.855270159035312,29.120442799118948,44.20554379999998,0.000212082084976513,3984278.0689999997,,Cell3
164,1835.406004,7.09458319,1863.420429,6.233021067,1.0,0.8785605722103035,29.53391310478771,44.86800820000001,0.0002246910347952209,3983220.785,,Cell3
165,1923.800019,7.4293066329999995,1845.329994,6.233001273,0.9592109240955361,0.8389748304793117,29.45393495836947,44.30097,0.00021965759353273723,3983445.261,,Cell3
166,1859.30789,7.19371596,1847.12202,6.232787272,0.9934460182385393,0.8664210967818086,29.532651613379667,44.46422,0.0002246697638146927,3983597.903,,Cell3
167,1862.677129,7.206711084999999,1847.127598,6.232387972,0.9916520524368344,0.8648033615461637,29.510299680137575,44.00286349999999,0.00021964874427116542,3983605.747,,Cell3
