cycleNumber,Qchg_mAh,Echg_Wh,Qdis_mAh,Edis_Wh,eta_Q,eta_E,T_mean,T_95,frac_time_Tgt40,cycle_duration,R0_ohm,domain
0,2657.620204,10.30463566,3033.792276,11.07145827,1.0,1.0,24.52967383420498,26.42362,0.0003036901189285264,1778470.837,,Cell1
1,2641.576978,10.26093544,3033.792276,10.83031865,1.0,1.0,25.088382069048972,26.778917,0.0004044783304670434,1730614.36738,,Cell1
2,2637.644099,10.23958803,2956.967617,10.69403782,1.0,1.0,25.299348898438723,27.4974,0.0004045139064126762,1730462.1890699998,,Cell1
3,2646.774859,10.27009581,2913.873644,10.5753022,1.0,1.0,24.398642720766876,26.628902,0.0004219022379431023,1730249.2007600002,,Cell1
4,2651.961778,10.28638483,2878.174929,10.46873425,1.0,1.0,24.509580786743516,26.447308,0.0004219497334464291,1730054.44046,,Cell1
5,1887.154641,7.091680871,1875.486652,6.232648578,0.9938171526877007,0.8788676043626216,30.962057732743364,41.95394359999998,0.00040464244122561733,1729912.50715,,Cell1
6,1886.595175,7.089452124,1875.654494,6.232573312,0.9942008327250176,0.8791332818090134,30.9730305,42.1979114,0.00040467841926307223,1729758.70884,,Cell1
7,1886.731055,7.08980605,1875.889713,6.232393911,0.9942539017570791,0.8790640910409672,30.81632195729538,41.7672179,0.00042205640495346564,1729617.18252,,Cell1
8,1886.917927,7.090486607,1876.431976,6.23199611,0.9944428155300472,0.8789236134862076,30.825159173758863,41.973681450000015,0.0004220660856613788,1729577.5112,,Cell1
9,1887.412119,7.092155688999999,1876.394399,6.231902475,0.9941625255612762,0.8787035632432237,30.95414846548673,42.100799399999964,0.0004220929657185905,1729467.3668799999,,Cell1
10,1887.643311,7.09262301,1875.578663,6.231904512,0.9936086187842296,0.8786459541432754,31.10099531205674,41.97249565,0.0004394714825809528,1729340.92455,,Cell1
11,1887.182615,7.090763379999999,1875.185289,6.231988031,0.9936427318137413,0.8788881671863095,31.160435808849556,42.35660939999997,0.0004221526940587839,1729222.6492299999,,Cell1
12,1886.549988,7.088306409,1875.107968,6.232022017,0.9939349500025016,0.8791976048167475,31.171596213780923,42.12369625,0.00043953995091688454,1729071.4949,,Cell1
13,1886.657271,7.088835499999999,1874.797998,6.232256285,0.9937141349505869,0.8791650314074859,31.184443397163125,42.0755317,0.00042222626102305744,1728921.3566,,Cell1
14,1886.053736,7.086412608000001,1875.582784,6.232080401,0.9944482218082464,0.8794408039357563,30.98448154901961,42.111851,0.00042224994169261725,1728826.7633,,Cell1
15,1886.99517,7.089885391,1876.891783,6.232015431,0.9946457801479164,0.8790008705797991,30.944480485663078,42.17027944999999,0.0004222539248465103,1728808.0869,,Cell1
16,1888.325448,7.0949860639999995,1877.319312,6.231920785,0.9941714835164367,0.8783556061682491,30.981499991134747,42.07316550000001,0.0004396040898574317,1728819.2206000001,,Cell1
17,1888.828702,7.096828064,1877.488934,6.231779706,0.9939964021152407,0.8781077475459605,30.981845458407076,42.15290899999998,0.00042228687706663646,1728673.42,,Cell1
18,1888.890163,7.096808534,1877.917613,6.231814182,0.9941910068595132,0.8781150220051858,31.00829403546099,42.03644950000001,0.0004223241941496651,1728520.6723,,Cell1
19,1889.234113,7.098044959,1878.133039,6.231511072,0.9941240347484663,0.8779193577942509,30.998080088809946,42.30055299999999,0.00043971259780666233,1728392.5996,,Cell1
20,1889.468759,7.098699267,1877.7213,6.231181141,0.9937826656598348,0.8777919597139627,26.43851531381119,33.56267324999999,0.00041809866670605825,1745697.985,,Cell1
21,1830.958681689906,6.982191809923352,1845.3787161076214,6.2481379896912035,1.0,0.8948677091355635,30.959464485611512,40.87187399999998,0.05375600383752622,6231.826699999976,,Cell1
22,1832.6839150192031,6.987741115544836,1844.9502536885043,6.247970206331389,1.0,0.8941330399937453,30.94982116071429,40.929905650000016,0.053438623683378796,6268.83660000001,,Cell1
23,1830.7921435401906,6.97875834632192,1843.8444868981649,6.24779909068434,1.0,0.8952594115795937,31.32524384587813,41.232301499999956,0.05839498048853521,6250.50469999999,,Cell1
24,1831.1430253631386,6.978829268787864,1843.330457512398,6.247815925925298,1.0,0.8952527258215139,31.498920310714286,41.33731090000001,0.05808133296148203,6284.256600000022,,Cell1
25,1831.3697278194313,6.9792221152208755,1844.038320938881,6.248050881202443,1.0,0.8952359988051056,31.499816566787,41.44863319999999,0.05885542817651652,6201.604699999996,,Cell1
26,1834.361168980704,6.991037801727408,1844.0853875769503,6.248113870642968,1.0,0.8937319533730926,31.320314453571427,41.215326900000015,0.05824088645604477,6267.040599999978,,Cell1
27,1832.1036075116006,6.982679303552345,1844.0696750642066,6.247835355424011,1.0,0.894761893510634,31.37656818050542,41.342836599999984,0.053850313636453415,6220.912700000015,,Cell1
28,1834.3055970608166,6.991575387767214,1845.819320845993,6.248183823306377,1.0,0.8936732391155348,31.002147776173288,41.058601199999984,0.054149381999919075,6186.552599999995,,Cell1
29,1834.3460845893167,6.992421757362696,1845.796676980438,6.247802627675149,1.0,0.8935105524915602,30.880665967741933,41.066496299999955,0.05348447273422609,6263.462700000004,,Cell1
